city,year,type,n
"Newark, N.J.",2007,Total Violent Crime,862.013578052385
"Oakland, Calif.",2007,Total Violent Crime,1917.83447361055
Oklahoma City,2007,Total Violent Crime,850.610200313907
"Omaha, Neb.",2007,Total Violent Crime,597.021838308515
"Orlando, Fla.",2007,Total Violent Crime,1902.26230633152
Philadelphia,2007,Total Violent Crime,1475.41017865838
Phoenix,2007,Total Violent Crime,723.747452484209
Pittsburgh,2007,Total Violent Crime,1106.73684008213
"Portland, Ore.",2007,Total Violent Crime,687.748196077921
"Prince George's County, Md.",2007,Total Violent Crime,947.041922121473
"Raleigh, N.C.",2007,Total Violent Crime,571.475266942689
"Sacramento, Calif.",2007,Total Violent Crime,1113.46097892502
Salt Lake City,2007,Total Violent Crime,842.817835908299
San Antonio,2007,Total Violent Crime,556.390018240055
San Diego,2007,Total Violent Crime,502.063121037491
San Francisco,2007,Total Violent Crime,874.081321996896
San Jose,2007,Total Violent Crime,402.22437892768
Seattle,2007,Total Violent Crime,626.711193297762
"St. Louis, Mo.",2007,Total Violent Crime,2198.18091482695
"Suffolk County, N.Y.",2007,Total Violent Crime,168.481375358166
"Tampa, Fla.",2007,Total Violent Crime,1060.13878180416
"Tucson, Ariz.",2007,Total Violent Crime,784.064177458776
"Tulsa, Okla.",2007,Total Violent Crime,1193.28176077217
"Virginia Beach, Va.",2007,Total Violent Crime,248.656361038026
"Washington, D.C.",2007,Total Violent Crime,1346.95015400515
"Wichita, Kan.",2007,Total Violent Crime,946.429468537011
"Albuquerque, N.M.",2008,Total Violent Crime,894.468627242807
"Arlington, Texas",2008,Total Violent Crime,601.858257325003
Atlanta,2008,Total Violent Crime,1388.88888888889
"Aurora, Colo.",2008,Total Violent Crime,512.45088090338
"Austin, Texas",2008,Total Violent Crime,522.205338836285
Baltimore,2008,Total Violent Crime,1588.52980620882
"Baltimore County, Md.",2008,Total Violent Crime,622.303373211878
Boston,2008,Total Violent Crime,1104.44773477373
"Buffalo, N.Y.",2008,Total Violent Crime,1374.82472464658
"Charlotte-Mecklenburg, N.C.",2008,Total Violent Crime,931.772383953483
Chicago,2008,Total Violent Crime,1264.9400700667
Cincinnati,2008,Total Violent Crime,1266.95689821051
Cleveland,2008,Total Violent Crime,1419.76504895582
"Columbus, Ohio",2008,Total Violent Crime,778.574440042187
Dallas,2008,Total Violent Crime,894.834251935804
Denver,2008,Total Violent Crime,566.55551451303
Detroit,2008,Total Violent Crime,1985.24370627402
"El Paso, Texas",2008,Total Violent Crime,461.319389784674
"Fairfax County, Va.",2008,Total Violent Crime,75.1430489600079
"Fort Worth, Texas",2008,Total Violent Crime,659.732371372149
"Fresno, Calif.",2008,Total Violent Crime,584.79409236047
Honolulu,2008,Total Violent Crime,284.106894805423
Houston,2008,Total Violent Crime,1106.75132152245
Indianapolis,2008,Total Violent Crime,1204.33635314334
"Jacksonville, Fla.",2008,Total Violent Crime,996.427153632394
"Kansas City, Mo.",2008,Total Violent Crime,1388.62431166852
Las Vegas,2008,Total Violent Crime,984.647218578528
"Long Beach, Calif.",2008,Total Violent Crime,676.151630964233
Los Angeles,2008,Total Violent Crime,689.523542426225
"Los Angeles County, Calif.",2008,Total Violent Crime,731.575709937485
"Louisville, Ky.",2008,Total Violent Crime,683.84049650695
"Memphis, Tenn.",2008,Total Violent Crime,1925.3146362005
"Mesa, Ariz.",2008,Total Violent Crime,501.071535678088
Miami,2008,Total Violent Crime,1334.68929723664
"Miami-Dade County, Fla.",2008,Total Violent Crime,827.409976962273
Milwaukee,2008,Total Violent Crime,1229.63275433419
Minneapolis,2008,Total Violent Crime,1268.47032405847
"Montgomery County, Md.",2008,Total Violent Crime,226.166622054659
"Nashville, Tenn.",2008,Total Violent Crime,1389.11722555179
"Nassau County, N.Y.",2008,Total Violent Crime,149.81539601016
National,2008,Total Violent Crime,458.6
New Orleans,2008,Total Violent Crime,1019.40022740193
New York City,2008,Total Violent Crime,580.342297702537
"Newark, N.J.",2008,Total Violent Crime,950.71983072898
"Oakland, Calif.",2008,Total Violent Crime,1968.44021345312
Oklahoma City,2008,Total Violent Crime,977.460485254828
"Omaha, Neb.",2008,Total Violent Crime,605.619822613771
"Orlando, Fla.",2008,Total Violent Crime,1666.17350135765
Philadelphia,2008,Total Violent Crime,1441.31253742756
Phoenix,2008,Total Violent Crime,659.903470594096
Pittsburgh,2008,Total Violent Crime,1084.07558182704
"Portland, Ore.",2008,Total Violent Crime,622.93973306716
"Prince George's County, Md.",2008,Total Violent Crime,941.814611229158
"Raleigh, N.C.",2008,Total Violent Crime,577.624202068126
"Sacramento, Calif.",2008,Total Violent Crime,997.719803453481
Salt Lake City,2008,Total Violent Crime,788.858481890601
San Antonio,2008,Total Violent Crime,717.783020683163
San Diego,2008,Total Violent Crime,475.522055903527
San Francisco,2008,Total Violent Crime,844.960307914361
San Jose,2008,Total Violent Crime,385.422298208733
Seattle,2008,Total Violent Crime,576.347192752773
"St. Louis, Mo.",2008,Total Violent Crime,2072.68868401253
"Suffolk County, N.Y.",2008,Total Violent Crime,159.178211251386
"Tampa, Fla.",2008,Total Violent Crime,883.022519300349
"Tucson, Ariz.",2008,Total Violent Crime,803.906851169465
"Tulsa, Okla.",2008,Total Violent Crime,1285.27186032787
"Virginia Beach, Va.",2008,Total Violent Crime,239.541370406967
"Washington, D.C.",2008,Total Violent Crime,1374.54315659992
"Wichita, Kan.",2008,Total Violent Crime,854.104500250964
"Albuquerque, N.M.",2009,Total Violent Crime,769.265560572596
"Arlington, Texas",2009,Total Violent Crime,614.607073520723
Atlanta,2009,Total Violent Crime,1150.11548179511
"Aurora, Colo.",2009,Total Violent Crime,469.115532044912
"Austin, Texas",2009,Total Violent Crime,523.29739781786
Baltimore,2009,Total Violent Crime,1512.94314721607
"Baltimore County, Md.",2009,Total Violent Crime,571.8574014164
Boston,2009,Total Violent Crime,991.954785316762
"Buffalo, N.Y.",2009,Total Violent Crime,1459.12043326943
"Charlotte-Mecklenburg, N.C.",2009,Total Violent Crime,723.27917418877
Chicago,2009,Total Violent Crime,1176.12116986509
Cincinnati,2009,Total Violent Crime,1194.05938219493
Cleveland,2009,Total Violent Crime,1396.42808884582
"Columbus, Ohio",2009,Total Violent Crime,707.804016639649
Dallas,2009,Total Violent Crime,792.162236314062
Denver,2009,Total Violent Crime,574.35337699279
Detroit,2009,Total Violent Crime,1991.7639120207
"El Paso, Texas",2009,Total Violent Crime,457.327912193041
"Fairfax County, Va.",2009,Total Violent Crime,71.4541993785005
"Fort Worth, Texas",2009,Total Violent Crime,586.766852441614
"Fresno, Calif.",2009,Total Violent Crime,609.302615451732
Honolulu,2009,Total Violent Crime,279.675105057302
Houston,2009,Total Violent Crime,1125.57509089526
Indianapolis,2009,Total Violent Crime,1199.6739896075
"Jacksonville, Fla.",2009,Total Violent Crime,835.98332971222
"Kansas City, Mo.",2009,Total Violent Crime,1300.43492254747
Las Vegas,2009,Total Violent Crime,946.719698652854
"Long Beach, Calif.",2009,Total Violent Crime,681.29551758846
Los Angeles,2009,Total Violent Crime,625.393631637695
"Los Angeles County, Calif.",2009,Total Violent Crime,644.061487191153
"Louisville, Ky.",2009,Total Violent Crime,597.059848556854
"Memphis, Tenn.",2009,Total Violent Crime,1808.75339553295
"Mesa, Ariz.",2009,Total Violent Crime,424.779061790486
Miami,2009,Total Violent Crime,1188.67857015064
"Miami-Dade County, Fla.",2009,Total Violent Crime,679.043829824578
Milwaukee,2009,Total Violent Crime,1101.58713883372
Minneapolis,2009,Total Violent Crime,1108.67758443147
"Montgomery County, Md.",2009,Total Violent Crime,215.35081633107
"Nashville, Tenn.",2009,Total Violent Crime,1140.49061254458
"Nassau County, N.Y.",2009,Total Violent Crime,155.2408457597
National,2009,Total Violent Crime,431.9
New Orleans,2009,Total Violent Crime,776.993386341681
New York City,2009,Total Violent Crime,551.809465335112
"Newark, N.J.",2009,Total Violent Crime,930.147598700587
"Oakland, Calif.",2009,Total Violent Crime,1679.13722058667
Oklahoma City,2009,Total Violent Crime,930.263457937045
"Omaha, Neb.",2009,Total Violent Crime,533.364030543724
"Orlando, Fla.",2009,Total Violent Crime,1196.89165450919
Philadelphia,2009,Total Violent Crime,1238.23585475622
Phoenix,2009,Total Violent Crime,546.514110142939
Pittsburgh,2009,Total Violent Crime,988.687898741961
"Portland, Ore.",2009,Total Violent Crime,553.566716823436
"Prince George's County, Md.",2009,Total Violent Crime,838.435464971995
"Raleigh, N.C.",2009,Total Violent Crime,492.851073262645
"Sacramento, Calif.",2009,Total Violent Crime,885.589868766851
Salt Lake City,2009,Total Violent Crime,710.47564241606
San Antonio,2009,Total Violent Crime,570.914511301837
San Diego,2009,Total Violent Crime,451.104487238482
San Francisco,2009,Total Violent Crime,735.654611580046
San Jose,2009,Total Violent Crime,360.478779550298
Seattle,2009,Total Violent Crime,640.796905055508
"St. Louis, Mo.",2009,Total Violent Crime,2070.05472849711
"Suffolk County, N.Y.",2009,Total Violent Crime,167.772445207532
"Tampa, Fla.",2009,Total Violent Crime,752.245584865873
"Tucson, Ariz.",2009,Total Violent Crime,649.65756111982
"Tulsa, Okla.",2009,Total Violent Crime,1116.01632839722
"Virginia Beach, Va.",2009,Total Violent Crime,205.422135610707
"Washington, D.C.",2009,Total Violent Crime,1265.22328597848
"Wichita, Kan.",2009,Total Violent Crime,885.389040760537
"Albuquerque, N.M.",2010,Total Violent Crime,786.11052080051
"Arlington, Texas",2010,Total Violent Crime,526.765142103449
Atlanta,2010,Total Violent Crime,1368.79974666848
"Aurora, Colo.",2010,Total Violent Crime,445.739176443807
"Austin, Texas",2010,Total Violent Crime,479.510115259555
Baltimore,2010,Total Violent Crime,1500.25524952453
"Baltimore County, Md.",2010,Total Violent Crime,534.763343929225
Boston,2010,Total Violent Crime,942.204749398472
"Buffalo, N.Y.",2010,Total Violent Crime,1377.29133978799
"Charlotte-Mecklenburg, N.C.",2010,Total Violent Crime,627.420494880962
Chicago,2010,Total Violent Crime,1104.54155256088
Cincinnati,2010,Total Violent Crime,1217.40536062477
Cleveland,2010,Total Violent Crime,1393.34450562605
"Columbus, Ohio",2010,Total Violent Crime,695.269448676231
Dallas,2010,Total Violent Crime,764.808618352067
Denver,2010,Total Violent Crime,564.351387467967
Detroit,2010,Total Violent Crime,2377.91355003033
"El Paso, Texas",2010,Total Violent Crime,440.749875601005
"Fairfax County, Va.",2010,Total Violent Crime,93.1194239829988
"Fort Worth, Texas",2010,Total Violent Crime,580.270532078801
"Fresno, Calif.",2010,Total Violent Crime,613.344384583506
Honolulu,2010,Total Violent Crime,267.282913929237
Houston,2010,Total Violent Crime,1071.28006321653
Indianapolis,2010,Total Violent Crime,1160.22843726395
"Jacksonville, Fla.",2010,Total Violent Crime,664.351337266721
"Kansas City, Mo.",2010,Total Violent Crime,1227.30742713474
Las Vegas,2010,Total Violent Crime,874.519456813342
"Long Beach, Calif.",2010,Total Violent Crime,588.417265720151
Los Angeles,2010,Total Violent Crime,566.468413268819
"Los Angeles County, Calif.",2010,Total Violent Crime,614.416517089612
"Louisville, Ky.",2010,Total Violent Crime,565.259119988132
"Memphis, Tenn.",2010,Total Violent Crime,1607.84926007399
"Mesa, Ariz.",2010,Total Violent Crime,407.706797315057
Miami,2010,Total Violent Crime,1221.40806144341
"Miami-Dade County, Fla.",2010,Total Violent Crime,624.28520830686
Milwaukee,2010,Total Violent Crime,1065.17291407841
Minneapolis,2010,Total Violent Crime,1062.26704096942
"Montgomery County, Md.",2010,Total Violent Crime,178.258730113765
"Nashville, Tenn.",2010,Total Violent Crime,1124.28079582287
"Nassau County, N.Y.",2010,Total Violent Crime,142.531981566118
National,2010,Total Violent Crime,404.5
New Orleans,2010,Total Violent Crime,754.153954436653
New York City,2010,Total Violent Crime,593.127965012924
"Newark, N.J.",2010,Total Violent Crime,1040.99011330014
"Oakland, Calif.",2010,Total Violent Crime,1603.94549605348
Oklahoma City,2010,Total Violent Crime,914.48433531782
"Omaha, Neb.",2010,Total Violent Crime,556.047320262717
"Orlando, Fla.",2010,Total Violent Crime,1080.15107007973
Philadelphia,2010,Total Violent Crime,1214.60859262677
Phoenix,2010,Total Violent Crime,553.460355055782
Pittsburgh,2010,Total Violent Crime,913.434970581543
"Portland, Ore.",2010,Total Violent Crime,522.631968426246
"Prince George's County, Md.",2010,Total Violent Crime,750.227755845733
"Raleigh, N.C.",2010,Total Violent Crime,430.808235865033
"Sacramento, Calif.",2010,Total Violent Crime,881.48033818662
Salt Lake City,2010,Total Violent Crime,694.057069298434
San Antonio,2010,Total Violent Crime,635.374078937357
San Diego,2010,Total Violent Crime,429.554184558384
San Francisco,2010,Total Violent Crime,713.70469490273
San Jose,2010,Total Violent Crime,339.87284632673
Seattle,2010,Total Violent Crime,577.498110603621
"St. Louis, Mo.",2010,Total Violent Crime,1943.35001597274
"Suffolk County, N.Y.",2010,Total Violent Crime,152.309274067453
"Tampa, Fla.",2010,Total Violent Crime,646.393155977349
"Tucson, Ariz.",2010,Total Violent Crime,640.43405701805
"Tulsa, Okla.",2010,Total Violent Crime,1098.22253295433
"Virginia Beach, Va.",2010,Total Violent Crime,189.72862641954
"Washington, D.C.",2010,Total Violent Crime,1241.10263360383
"Wichita, Kan.",2010,Total Violent Crime,794.522554188635
"Albuquerque, N.M.",2011,Total Violent Crime,762.735048309573
"Arlington, Texas",2011,Total Violent Crime,502.240517999185
Atlanta,2011,Total Violent Crime,1432.79134638207
"Aurora, Colo.",2011,Total Violent Crime,441.434359315474
"Austin, Texas",2011,Total Violent Crime,429.975886654887
Baltimore,2011,Total Violent Crime,1417.56853336056
"Baltimore County, Md.",2011,Total Violent Crime,522.9732939073
Boston,2011,Total Violent Crime,845.244053759582
"Buffalo, N.Y.",2011,Total Violent Crime,1238.17070754789
"Charlotte-Mecklenburg, N.C.",2011,Total Violent Crime,606.350018619898
Chicago,2011,Total Violent Crime,1045.71010310636
Cincinnati,2011,Total Violent Crime,1035.13258850451
Cleveland,2011,Total Violent Crime,1367.64491093058
"Columbus, Ohio",2011,Total Violent Crime,663.781140134254
Dallas,2011,Total Violent Crime,681.100324524272
Denver,2011,Total Violent Crime,608.897303033678
Detroit,2011,Total Violent Crime,2138.69404224951
"El Paso, Texas",2011,Total Violent Crime,431.213977488759
"Fairfax County, Va.",2011,Total Violent Crime,86.9973957642314
"Fort Worth, Texas",2011,Total Violent Crime,605.045170275488
"Fresno, Calif.",2011,Total Violent Crime,582.440856777494
Honolulu,2011,Total Violent Crime,245.987140165963
Houston,2011,Total Violent Crime,974.609400511656
Indianapolis,2011,Total Violent Crime,1100.8086201598
"Jacksonville, Fla.",2011,Total Violent Crime,621.023478330691
"Kansas City, Mo.",2011,Total Violent Crime,1203.79319461359
Las Vegas,2011,Total Violent Crime,741.391344652013
"Long Beach, Calif.",2011,Total Violent Crime,610.873418560545
Los Angeles,2011,Total Violent Crime,522.385161915946
"Los Angeles County, Calif.",2011,Total Violent Crime,522.968554587822
"Louisville, Ky.",2011,Total Violent Crime,614.29567978447
"Memphis, Tenn.",2011,Total Violent Crime,1583.82167068827
"Mesa, Ariz.",2011,Total Violent Crime,412.571644177732
Miami,2011,Total Violent Crime,1197.57669158634
"Miami-Dade County, Fla.",2011,Total Violent Crime,614.645145343616
Milwaukee,2011,Total Violent Crime,1110.93256738073
Minneapolis,2011,Total Violent Crime,965.421717060366
"Montgomery County, Md.",2011,Total Violent Crime,168.165746154949
"Nashville, Tenn.",2011,Total Violent Crime,1183.6047970835
"Nassau County, N.Y.",2011,Total Violent Crime,138.397735551238
National,2011,Total Violent Crime,387.1
New Orleans,2011,Total Violent Crime,791.990177938405
New York City,2011,Total Violent Crime,623.596925184565
"Newark, N.J.",2011,Total Violent Crime,1166.27826687381
"Oakland, Calif.",2011,Total Violent Crime,1682.70021274066
Oklahoma City,2011,Total Violent Crime,871.363065669524
"Omaha, Neb.",2011,Total Violent Crime,559.611059407476
"Orlando, Fla.",2011,Total Violent Crime,1072.66464636428
Philadelphia,2011,Total Violent Crime,1193.30604171607
Phoenix,2011,Total Violent Crime,551.737026949786
Pittsburgh,2011,Total Violent Crime,802.309718770353
"Portland, Ore.",2011,Total Violent Crime,514.753614885651
"Prince George's County, Md.",2011,Total Violent Crime,612.925738970345
"Raleigh, N.C.",2011,Total Violent Crime,421.501464497548
"Sacramento, Calif.",2011,Total Violent Crime,710.635376674887
Salt Lake City,2011,Total Violent Crime,647.23897325798
San Antonio,2011,Total Violent Crime,519.27967836829
San Diego,2011,Total Violent Crime,387.57129329898
San Francisco,2011,Total Violent Crime,659.628501744812
San Jose,2011,Total Violent Crime,334.983522488616
Seattle,2011,Total Violent Crime,592.679821872538
"St. Louis, Mo.",2011,Total Violent Crime,1856.74074906227
"Suffolk County, N.Y.",2011,Total Violent Crime,139.010828211882
"Tampa, Fla.",2011,Total Violent Crime,654.747211153037
"Tucson, Ariz.",2011,Total Violent Crime,652.158664136392
"Tulsa, Okla.",2011,Total Violent Crime,999.745014529123
"Virginia Beach, Va.",2011,Total Violent Crime,176.884930035693
"Washington, D.C.",2011,Total Violent Crime,1130.26621531531
"Wichita, Kan.",2011,Total Violent Crime,770.018399359661
"Albuquerque, N.M.",2012,Total Violent Crime,749.705608253083
"Arlington, Texas",2012,Total Violent Crime,503.302179042698
Atlanta,2012,Total Violent Crime,1379.04681711784
"Aurora, Colo.",2012,Total Violent Crime,415.489446568057
"Austin, Texas",2012,Total Violent Crime,408.812091713181
Baltimore,2012,Total Violent Crime,1405.1743157989
"Baltimore County, Md.",2012,Total Violent Crime,506.871812179842
Boston,2012,Total Violent Crime,835.014144181857
"Buffalo, N.Y.",2012,Total Violent Crime,1288.70496963046
"Charlotte-Mecklenburg, N.C.",2012,Total Violent Crime,647.86321403481
Chicago,2012,Total Violent Crime,1019.79705964668
Cincinnati,2012,Total Violent Crime,980.067791116933
Cleveland,2012,Total Violent Crime,1388.84303711962
"Columbus, Ohio",2012,Total Violent Crime,602.971717516278
Dallas,2012,Total Violent Crime,674.963291823359
Denver,2012,Total Violent Crime,618.094169868506
Detroit,2012,Total Violent Crime,2124.6054284001
"El Paso, Texas",2012,Total Violent Crime,423.219487932545
"Fairfax County, Va.",2012,Total Violent Crime,79.983369425285
"Fort Worth, Texas",2012,Total Violent Crime,587.715117887134
"Fresno, Calif.",2012,Total Violent Crime,543.071198056959
Honolulu,2012,Total Violent Crime,239.37491994364
Houston,2012,Total Violent Crime,992.525971708647
Indianapolis,2012,Total Violent Crime,1185.47665891612
"Jacksonville, Fla.",2012,Total Violent Crime,617.253110651155
"Kansas City, Mo.",2012,Total Violent Crime,1268.98138870393
Las Vegas,2012,Total Violent Crime,783.970182365335
"Long Beach, Calif.",2012,Total Violent Crime,575.662970080422
Los Angeles,2012,Total Violent Crime,481.100209020622
"Los Angeles County, Calif.",2012,Total Violent Crime,507.785170961163
"Louisville, Ky.",2012,Total Violent Crime,598.769138396878
"Memphis, Tenn.",2012,Total Violent Crime,1736.59489288691
"Mesa, Ariz.",2012,Total Violent Crime,399.653515466635
Miami,2012,Total Violent Crime,1172.02113306639
"Miami-Dade County, Fla.",2012,Total Violent Crime,528.367182857343
Milwaukee,2012,Total Violent Crime,1323.3343621485
Minneapolis,2012,Total Violent Crime,992.209922099221
"Montgomery County, Md.",2012,Total Violent Crime,183.133365981064
"Nashville, Tenn.",2012,Total Violent Crime,1177.99402788918
"Nassau County, N.Y.",2012,Total Violent Crime,156.457218315521
National,2012,Total Violent Crime,386.9
New Orleans,2012,Total Violent Crime,815.158980803254
New York City,2012,Total Violent Crime,639.285160653677
"Newark, N.J.",2012,Total Violent Crime,1154.51083877722
"Oakland, Calif.",2012,Total Violent Crime,1993.30641547785
Oklahoma City,2012,Total Violent Crime,919.062401885807
"Omaha, Neb.",2012,Total Violent Crime,594.540278010384
"Orlando, Fla.",2012,Total Violent Crime,1017.39056358083
Philadelphia,2012,Total Violent Crime,1160.07139900595
Phoenix,2012,Total Violent Crime,636.684126450934
Pittsburgh,2012,Total Violent Crime,751.973650484441
"Portland, Ore.",2012,Total Violent Crime,517.19208008869
"Prince George's County, Md.",2012,Total Violent Crime,589.466216357203
"Raleigh, N.C.",2012,Total Violent Crime,423.210982562756
"Sacramento, Calif.",2012,Total Violent Crime,738.63147535342
Salt Lake City,2012,Total Violent Crime,676.486633933442
San Antonio,2012,Total Violent Crime,503.071103082841
San Diego,2012,Total Violent Crime,413.081435093767
San Francisco,2012,Total Violent Crime,704.200457602305
San Jose,2012,Total Violent Crime,363.251298825655
Seattle,2012,Total Violent Crime,603.319694033006
"St. Louis, Mo.",2012,Total Violent Crime,1776.46257692199
"Suffolk County, N.Y.",2012,Total Violent Crime,133.028334292029
"Tampa, Fla.",2012,Total Violent Crime,616.379384076771
"Tucson, Ariz.",2012,Total Violent Crime,724.31730742096
"Tulsa, Okla.",2012,Total Violent Crime,989.962497242444
"Virginia Beach, Va.",2012,Total Violent Crime,167.788233822176
"Washington, D.C.",2012,Total Violent Crime,1177.87902701626
"Wichita, Kan.",2012,Total Violent Crime,749.464945174672
"Albuquerque, N.M.",2013,Total Violent Crime,774.860480323919
"Arlington, Texas",2013,Total Violent Crime,484.997293836548
Atlanta,2013,Total Violent Crime,1223.0056316793
"Aurora, Colo.",2013,Total Violent Crime,416.031023279105
"Austin, Texas",2013,Total Violent Crime,363.486114667474
Baltimore,2013,Total Violent Crime,1401.22151184173
"Baltimore County, Md.",2013,Total Violent Crime,508.498883101163
Boston,2013,Total Violent Crime,782.387049374106
"Buffalo, N.Y.",2013,Total Violent Crime,1255.46294471558
"Charlotte-Mecklenburg, N.C.",2013,Total Violent Crime,608.01921593815
Chicago,2013,Total Violent Crime,944.219449420964
Cincinnati,2013,Total Violent Crime,963.941569895882
Cleveland,2013,Total Violent Crime,1485.6840390461
"Columbus, Ohio",2013,Total Violent Crime,544.61000240089
Dallas,2013,Total Violent Crime,663.737086807727
Denver,2013,Total Violent Crime,630.681021478287
Detroit,2013,Total Violent Crime,2071.89997270996
"El Paso, Texas",2013,Total Violent Crime,371.046049727821
"Fairfax County, Va.",2013,Total Violent Crime,92.0986674559965
"Fort Worth, Texas",2013,Total Violent Crime,562.712680679564
"Fresno, Calif.",2013,Total Violent Crime,501.49741783853
Honolulu,2013,Total Violent Crime,231.140377156912
Houston,2013,Total Violent Crime,962.714034539023
Indianapolis,2013,Total Violent Crime,1232.50452823975
"Jacksonville, Fla.",2013,Total Violent Crime,620.281526937789
"Kansas City, Mo.",2013,Total Violent Crime,1262.26064092594
Las Vegas,2013,Total Violent Crime,758.036728858913
"Long Beach, Calif.",2013,Total Violent Crime,499.504966305771
Los Angeles,2013,Total Violent Crime,426.016281123307
"Los Angeles County, Calif.",2013,Total Violent Crime,500.192634773866
"Louisville, Ky.",2013,Total Violent Crime,542.972940755752
"Memphis, Tenn.",2013,Total Violent Crime,1655.79276590375
"Mesa, Ariz.",2013,Total Violent Crime,396.13727789896
Miami,2013,Total Violent Crime,1181.90031405804
"Miami-Dade County, Fla.",2013,Total Violent Crime,517.19721292438
Milwaukee,2013,Total Violent Crime,1363.83685222327
Minneapolis,2013,Total Violent Crime,1019.16679707021
"Montgomery County, Md.",2013,Total Violent Crime,169.19370723772
"Nashville, Tenn.",2013,Total Violent Crime,1048.80968674145
"Nassau County, N.Y.",2013,Total Violent Crime,131.699901839169
National,2013,Total Violent Crime,369.1
New Orleans,2013,Total Violent Crime,786.426256292736
New York City,2013,Total Violent Crime,623.906787487467
"Newark, N.J.",2013,Total Violent Crime,1263.63002522947
"Oakland, Calif.",2013,Total Violent Crime,1976.7905379475
Oklahoma City,2013,Total Violent Crime,826.069278751277
"Omaha, Neb.",2013,Total Violent Crime,576.132268112055
"Orlando, Fla.",2013,Total Violent Crime,914.554687685103
Philadelphia,2013,Total Violent Crime,1099.31217336605
Phoenix,2013,Total Violent Crime,631.898912151272
Pittsburgh,2013,Total Violent Crime,734.318926509596
"Portland, Ore.",2013,Total Violent Crime,482.815003546006
"Prince George's County, Md.",2013,Total Violent Crime,516.676920534736
"Raleigh, N.C.",2013,Total Violent Crime,392.314093703161
"Sacramento, Calif.",2013,Total Violent Crime,656.026366529899
Salt Lake City,2013,Total Violent Crime,781.619587271217
San Antonio,2013,Total Violent Crime,630.69531515119
San Diego,2013,Total Violent Crime,393.016854590434
San Francisco,2013,Total Violent Crime,847.141556826481
San Jose,2013,Total Violent Crime,324.046029654999
Seattle,2013,Total Violent Crime,584.928144066557
"St. Louis, Mo.",2013,Total Violent Crime,1593.71929571231
"Suffolk County, N.Y.",2013,Total Violent Crime,119.254224799061
"Tampa, Fla.",2013,Total Violent Crime,596.901916803771
"Tucson, Ariz.",2013,Total Violent Crime,640.93049101213
"Tulsa, Okla.",2013,Total Violent Crime,970.09363799056
"Virginia Beach, Va.",2013,Total Violent Crime,163.75000832063
"Washington, D.C.",2013,Total Violent Crime,1218.96700281074
"Wichita, Kan.",2013,Total Violent Crime,794.077922615567
"Albuquerque, N.M.",2014,Total Violent Crime,882.846580803544
"Arlington, Texas",2014,Total Violent Crime,484.103442513369
Atlanta,2014,Total Violent Crime,1227.43269148236
"Aurora, Colo.",2014,Total Violent Crime,407.467773003408
"Austin, Texas",2014,Total Violent Crime,396.161624207345
Baltimore,2014,Total Violent Crime,1338.54466546808
"Baltimore County, Md.",2014,Total Violent Crime,485.479646410599
Boston,2014,Total Violent Crime,725.68851780145
"Buffalo, N.Y.",2014,Total Violent Crime,1227.85089331667
"Charlotte-Mecklenburg, N.C.",2014,Total Violent Crime,589.789430936054
Chicago,2014,Total Violent Crime,885.900442748321
Cincinnati,2014,Total Violent Crime,913.424552610096
Cleveland,2014,Total Violent Crime,1339.23402503506
"Columbus, Ohio",2014,Total Violent Crime,558.490438860342
Dallas,2014,Total Violent Crime,664.651570737412
Denver,2014,Total Violent Crime,601.485226639092
Detroit,2014,Total Violent Crime,1989.50187967179
"El Paso, Texas",2014,Total Violent Crime,392.636485646204
"Fairfax County, Va.",2014,Total Violent Crime,87.9549786693292
"Fort Worth, Texas",2014,Total Violent Crime,558.076895840141
"Fresno, Calif.",2014,Total Violent Crime,464.158289278567
Honolulu,2014,Total Violent Crime,228.664210680922
Houston,2014,Total Violent Crime,991.38127141675
Indianapolis,2014,Total Violent Crime,1254.66362477541
"Jacksonville, Fla.",2014,Total Violent Crime,683.744908127254
"Kansas City, Mo.",2014,Total Violent Crime,1257.85357918265
Las Vegas,2014,Total Violent Crime,841.074427509587
"Long Beach, Calif.",2014,Total Violent Crime,489.044262326399
Los Angeles,2014,Total Violent Crime,490.712025170652
"Los Angeles County, Calif.",2014,Total Violent Crime,457.848856816786
"Louisville, Ky.",2014,Total Violent Crime,592.436292809609
"Memphis, Tenn.",2014,Total Violent Crime,1743.71909937367
"Mesa, Ariz.",2014,Total Violent Crime,458.566692346979
Miami,2014,Total Violent Crime,1059.96265367444
"Miami-Dade County, Fla.",2014,Total Violent Crime,549.767743835506
Milwaukee,2014,Total Violent Crime,1484.74117799905
Minneapolis,2014,Total Violent Crime,1011.9640707015
"Montgomery County, Md.",2014,Total Violent Crime,163.30154502287
"Nashville, Tenn.",2014,Total Violent Crime,1125.38579472556
"Nassau County, N.Y.",2014,Total Violent Crime,125.238532758499
National,2014,Total Violent Crime,361.6
New Orleans,2014,Total Violent Crime,973.875845037495
New York City,2014,Total Violent Crime,596.700141067825
"Newark, N.J.",2014,Total Violent Crime,1078.06957830246
"Oakland, Calif.",2014,Total Violent Crime,1685.39051791002
Oklahoma City,2014,Total Violent Crime,773.817711072454
"Omaha, Neb.",2014,Total Violent Crime,560.592065501237
"Orlando, Fla.",2014,Total Violent Crime,901.126408010013
Philadelphia,2014,Total Violent Crime,1021.44751138826
Phoenix,2014,Total Violent Crime,571.885384991489
