city,year,type,n
"Kansas City, Mo.",1988,Homicide,29.9467439620436
Las Vegas,1988,Homicide,10.5687349419992
"Long Beach, Calif.",1988,Homicide,14.0209395479939
Los Angeles,1988,Homicide,21.6321580840492
"Los Angeles County, Calif.",1988,Homicide,14.0679869069156
"Louisville, Ky.",1988,Homicide,NA
"Memphis, Tenn.",1988,Homicide,26.0114958852504
"Mesa, Ariz.",1988,Homicide,4.10996779279784
Miami,1988,Homicide,37.4627938006774
"Miami-Dade County, Fla.",1988,Homicide,22.5119975076765
Milwaukee,1988,Homicide,13.2539189056517
Minneapolis,1988,Homicide,15.0790278139522
"Montgomery County, Md.",1988,Homicide,2.31275702319262
"Nashville, Tenn.",1988,Homicide,15.7132940434681
"Nassau County, N.Y.",1988,Homicide,2.00344974966418
National,1988,Homicide,8.5
New Orleans,1988,Homicide,42.375480208978
New York City,1988,Homicide,25.8087279237368
"Newark, N.J.",1988,Homicide,36.0285847658612
"Oakland, Calif.",1988,Homicide,30.4528225959944
Oklahoma City,1988,Homicide,13.6321500627079
"Omaha, Neb.",1988,Homicide,7.40823054413453
"Orlando, Fla.",1988,Homicide,17.9864202527092
Philadelphia,1988,Homicide,22.567029810805
Phoenix,1988,Homicide,11.1377646926555
Pittsburgh,1988,Homicide,4.90715152767375
"Portland, Ore.",1988,Homicide,11.6081401437862
"Prince George's County, Md.",1988,Homicide,15.6966210518406
"Raleigh, N.C.",1988,Homicide,5.84149372304947
"Sacramento, Calif.",1988,Homicide,19.9716285394572
Salt Lake City,1988,Homicide,9.25897348847258
San Antonio,1988,Homicide,15.2822024325419
San Diego,1988,Homicide,13.414491003906999
San Francisco,1988,Homicide,12.2027729475135
San Jose,1988,Homicide,5.05449289775444
Seattle,1988,Homicide,11.0807709050615
"St. Louis, Mo.",1988,Homicide,32.9266887275481
"Suffolk County, N.Y.",1988,Homicide,2.59274499767489
"Tampa, Fla.",1988,Homicide,NA
"Tucson, Ariz.",1988,Homicide,8.09031928053574
"Tulsa, Okla.",1988,Homicide,9.36825819990257
"Virginia Beach, Va.",1988,Homicide,7.59361236577587
"Washington, D.C.",1988,Homicide,59.5161290322581
"Wichita, Kan.",1988,Homicide,5.12412334789723
"Albuquerque, N.M.",1989,Homicide,10.6548579655458
"Arlington, Texas",1989,Homicide,4.23409136399329
Atlanta,1989,Homicide,57.6812151509325
"Aurora, Colo.",1989,Homicide,3.18500318500319
"Austin, Texas",1989,Homicide,6.61111904919312
Baltimore,1989,Homicide,34.3319294806444
"Baltimore County, Md.",1989,Homicide,4.85667106623928
Boston,1989,Homicide,17.066170196261
"Buffalo, N.Y.",1989,Homicide,11.7727914879536
"Charlotte-Mecklenburg, N.C.",1989,Homicide,19.5914248601763
Chicago,1989,Homicide,24.830503369854
Cincinnati,1989,Homicide,12.0876110045611
Cleveland,1989,Homicide,27.48584669769
"Columbus, Ohio",1989,Homicide,15.7248912798489
Dallas,1989,Homicide,35.2296450939457
Denver,1989,Homicide,11.1203443667368
Detroit,1989,Homicide,60.0231435389992
"El Paso, Texas",1989,Homicide,7.95179274137085
"Fairfax County, Va.",1989,Homicide,3.76982016611443
"Fort Worth, Texas",1989,Homicide,26.2497067234094
"Fresno, Calif.",1989,Homicide,13.3241122017144
Honolulu,1989,Homicide,5.06502669740235
Houston,1989,Homicide,26.7872931352747
Indianapolis,1989,Homicide,8.47009436924653
"Jacksonville, Fla.",1989,Homicide,25.2009585528235
"Kansas City, Mo.",1989,Homicide,31.7867562750463
Las Vegas,1989,Homicide,12.4965494602237
"Long Beach, Calif.",1989,Homicide,19.9518807581715
Los Angeles,1989,Homicide,25.4834518832038
"Los Angeles County, Calif.",1989,Homicide,16.8222244524414
"Louisville, Ky.",1989,Homicide,NA
"Memphis, Tenn.",1989,Homicide,21.6562916134859
"Mesa, Ariz.",1989,Homicide,3.49793446969564
Miami,1989,Homicide,34.6269471099615
"Miami-Dade County, Fla.",1989,Homicide,20.8679204551879
Milwaukee,1989,Homicide,18.6387706399422
Minneapolis,1989,Homicide,13.2038210710021
"Montgomery County, Md.",1989,Homicide,2.9745927286789
"Nashville, Tenn.",1989,Homicide,13.7615227823007
"Nassau County, N.Y.",1989,Homicide,2.48519160349341
National,1989,Homicide,8.7
New Orleans,1989,Homicide,47.4849079341416
New York City,1989,Homicide,25.8499476351979
"Newark, N.J.",1989,Homicide,34.0939143955977
"Oakland, Calif.",1989,Homicide,35.2165545105854
Oklahoma City,1989,Homicide,14.1209587436514
"Omaha, Neb.",1989,Homicide,6.47686632311115
"Orlando, Fla.",1989,Homicide,11.8603968863337
Philadelphia,1989,Homicide,28.7497548705111
Phoenix,1989,Homicide,13.3765345857733
Pittsburgh,1989,Homicide,8.2356566740699
"Portland, Ore.",1989,Homicide,8.92462915817261
"Prince George's County, Md.",1989,Homicide,19.3884106596825
"Raleigh, N.C.",1989,Homicide,7.93096884715437
"Sacramento, Calif.",1989,Homicide,12.6738331432258
Salt Lake City,1989,Homicide,11.6652841144753
San Antonio,1989,Homicide,17.6899644200061
San Diego,1989,Homicide,11.0136268601424
San Francisco,1989,Homicide,9.72083881517623
San Jose,1989,Homicide,5.01343071702614
Seattle,1989,Homicide,7.38727600029549
"St. Louis, Mo.",1989,Homicide,39.0059891474476
"Suffolk County, N.Y.",1989,Homicide,2.4273530886394
"Tampa, Fla.",1989,Homicide,19.6916358912884
"Tucson, Ariz.",1989,Homicide,10.1698621220943
"Tulsa, Okla.",1989,Homicide,8.73608028457781
"Virginia Beach, Va.",1989,Homicide,4.59067391093012
"Washington, D.C.",1989,Homicide,71.8543046357616
"Wichita, Kan.",1989,Homicide,9.75147196788067
"Albuquerque, N.M.",1990,Homicide,8.8372286450969
"Arlington, Texas",1990,Homicide,3.0566901394997
Atlanta,1990,Homicide,58.6269120367903
"Aurora, Colo.",1990,Homicide,3.6019324367523202
"Austin, Texas",1990,Homicide,9.87925828246947
Baltimore,1990,Homicide,41.4394291412935
"Baltimore County, Md.",1990,Homicide,4.91234356352961
Boston,1990,Homicide,24.9006152019126
"Buffalo, N.Y.",1990,Homicide,11.2762592076752
"Charlotte-Mecklenburg, N.C.",1990,Homicide,23.4887632787283
Chicago,1990,Homicide,30.5705374738749
Cincinnati,1990,Homicide,13.4600593341391
Cleveland,1990,Homicide,33.2267966203601
"Columbus, Ohio",1990,Homicide,14.0620309364681
Dallas,1990,Homicide,44.3946976641635
Denver,1990,Homicide,14.3281794657941
Detroit,1990,Homicide,56.6162179199085
"El Paso, Texas",1990,Homicide,6.59756045499882
"Fairfax County, Va.",1990,Homicide,3.42816657842312
"Fort Worth, Texas",1990,Homicide,29.042556281123
"Fresno, Calif.",1990,Homicide,18.6334351584689
Honolulu,1990,Homicide,4.06586218401375
Houston,1990,Homicide,34.8348075775519
Indianapolis,1990,Homicide,11.9946479053829
"Jacksonville, Fla.",1990,Homicide,27.643400138217
"Kansas City, Mo.",1990,Homicide,27.8345843560434
Las Vegas,1990,Homicide,12.8196182350144
"Long Beach, Calif.",1990,Homicide,24.683710846628
Los Angeles,1990,Homicide,28.2033787819928
"Los Angeles County, Calif.",1990,Homicide,22.1507902165626
"Louisville, Ky.",1990,Homicide,NA
"Memphis, Tenn.",1990,Homicide,31.9495622909966
"Mesa, Ariz.",1990,Homicide,3.12401289870215
Miami,1990,Homicide,35.9784464004819
"Miami-Dade County, Fla.",1990,Homicide,20.5422379273364
Milwaukee,1990,Homicide,24.6775991084222
Minneapolis,1990,Homicide,14.9301134960082
"Montgomery County, Md.",1990,Homicide,3.08795295570801
"Nashville, Tenn.",1990,Homicide,13.4116681512916
"Nassau County, N.Y.",1990,Homicide,2.07937056462832
National,1990,Homicide,9.4
New Orleans,1990,Homicide,61.1746334552801
New York City,1990,Homicide,30.658659999421
"Newark, N.J.",1990,Homicide,40.6945690917481
"Oakland, Calif.",1990,Homicide,39.221796573197
Oklahoma City,1990,Homicide,15.2905542601058
"Omaha, Neb.",1990,Homicide,3.57360889828616
"Orlando, Fla.",1990,Homicide,18.2157104430668
Philadelphia,1990,Homicide,31.7234672299106
Phoenix,1990,Homicide,13.016027000121
Pittsburgh,1990,Homicide,9.46255397035247
"Portland, Ore.",1990,Homicide,7.54597902217832
"Prince George's County, Md.",1990,Homicide,17.2746473364449
"Raleigh, N.C.",1990,Homicide,11.5411803742228
"Sacramento, Calif.",1990,Homicide,11.6416011262572
Salt Lake City,1990,Homicide,15.6312525010004
San Antonio,1990,Homicide,22.2238130293515
San Diego,1990,Homicide,12.1561497961819
San Francisco,1990,Homicide,13.9510662896656
San Jose,1990,Homicide,4.47428437017417
Seattle,1990,Homicide,10.2661648513634
"St. Louis, Mo.",1990,Homicide,44.6197864804568
"Suffolk County, N.Y.",1990,Homicide,2.68913438444874
"Tampa, Fla.",1990,Homicide,22.1416709819117
"Tucson, Ariz.",1990,Homicide,7.40028121068601
"Tulsa, Okla.",1990,Homicide,15.5185651044644
"Virginia Beach, Va.",1990,Homicide,4.07053214575558
"Washington, D.C.",1990,Homicide,77.7722853847421
"Wichita, Kan.",1990,Homicide,5.92083839071613
"Albuquerque, N.M.",1991,Homicide,12.97221402627
"Arlington, Texas",1991,Homicide,9.72668028401906
Atlanta,1991,Homicide,50.8577595296277
"Aurora, Colo.",1991,Homicide,4.83155444283393
"Austin, Texas",1991,Homicide,10.3036853548884
Baltimore,1991,Homicide,40.6363328917697
"Baltimore County, Md.",1991,Homicide,3.55334206034143
Boston,1991,Homicide,19.739577328484
"Buffalo, N.Y.",1991,Homicide,15.1812796604251
"Charlotte-Mecklenburg, N.C.",1991,Homicide,28.3146804166729
Chicago,1991,Homicide,32.9008443245866
Cincinnati,1991,Homicide,14.7089667495635
Cleveland,1991,Homicide,34.3205896081177
"Columbus, Ohio",1991,Homicide,21.6120388452907
Dallas,1991,Homicide,48.6210108891616
Denver,1991,Homicide,18.3536753234835
Detroit,1991,Homicide,59.3488418773148
"El Paso, Texas",1991,Homicide,9.30958944710538
"Fairfax County, Va.",1991,Homicide,2.49954070939465
"Fort Worth, Texas",1991,Homicide,42.6536241362641
"Fresno, Calif.",1991,Homicide,14.3813264007965
Honolulu,1991,Homicide,3.38614157341155
Houston,1991,Homicide,36.4999435691662
Indianapolis,1991,Homicide,19.4118416320659
"Jacksonville, Fla.",1991,Homicide,18.2092224355983
"Kansas City, Mo.",1991,Homicide,30.8086939852301
Las Vegas,1991,Homicide,15.691866585617401
"Long Beach, Calif.",1991,Homicide,21.4426818864085
Los Angeles,1991,Homicide,28.8619672901451
"Los Angeles County, Calif.",1991,Homicide,22.8089758366151
"Louisville, Ky.",1991,Homicide,NA
"Memphis, Tenn.",1991,Homicide,27.2588998695121
"Mesa, Ariz.",1991,Homicide,5.08898946239915
Miami,1991,Homicide,33.9724687113563
"Miami-Dade County, Fla.",1991,Homicide,14.9427102129195
Milwaukee,1991,Homicide,25.6151566296111
Minneapolis,1991,Homicide,17.1442501131788
"Montgomery County, Md.",1991,Homicide,2.90597839008797
"Nashville, Tenn.",1991,Homicide,17.3457802447332
"Nassau County, N.Y.",1991,Homicide,2.66348889423779
National,1991,Homicide,9.8
New Orleans,1991,Homicide,68.8910144151952
New York City,1991,Homicide,29.306030743033
"Newark, N.J.",1991,Homicide,31.825250443022
"Oakland, Calif.",1991,Homicide,39.2110422505559
Oklahoma City,1991,Homicide,12.4714659540115
"Omaha, Neb.",1991,Homicide,10.3248797151513
"Orlando, Fla.",1991,Homicide,5.91684466507701
Philadelphia,1991,Homicide,27.556853232826
Phoenix,1991,Homicide,12.8527605821899
Pittsburgh,1991,Homicide,9.66834878031094
"Portland, Ore.",1991,Homicide,11.7863949420799
"Prince George's County, Md.",1991,Homicide,22.4923807060358
"Raleigh, N.C.",1991,Homicide,11.8287201324817
"Sacramento, Calif.",1991,Homicide,17.5039383861369
Salt Lake City,1991,Homicide,8.52032401575043
San Antonio,1991,Homicide,21.7594844675988
San Diego,1991,Homicide,14.7307752357145
San Francisco,1991,Homicide,12.8545313576144
San Jose,1991,Homicide,6.6370961076562
Seattle,1991,Homicide,8.07636105466006
"St. Louis, Mo.",1991,Homicide,65.0230831945341
"Suffolk County, N.Y.",1991,Homicide,3.43258240709423
"Tampa, Fla.",1991,Homicide,19.4881574643123
"Tucson, Ariz.",1991,Homicide,5.78639522043755
"Tulsa, Okla.",1991,Homicide,11.3288467503743
"Virginia Beach, Va.",1991,Homicide,6.76125749372706
"Washington, D.C.",1991,Homicide,80.6020066889632
"Wichita, Kan.",1991,Homicide,7.83445790447837
"Albuquerque, N.M.",1992,Homicide,10.4600165865977
"Arlington, Texas",1992,Homicide,5.88155287699835
Atlanta,1992,Homicide,48.1897214731452
"Aurora, Colo.",1992,Homicide,6.83938975544907
"Austin, Texas",1992,Homicide,7.64502298672452
Baltimore,1992,Homicide,44.3404979636461
"Baltimore County, Md.",1992,Homicide,6.05195675243556
Boston,1992,Homicide,12.743923941468699
"Buffalo, N.Y.",1992,Homicide,22.9978273105251
"Charlotte-Mecklenburg, N.C.",1992,Homicide,24.2082792314972
Chicago,1992,Homicide,33.8875237786283
Cincinnati,1992,Homicide,13.2537387715137
Cleveland,1992,Homicide,30.5752628596245
"Columbus, Ohio",1992,Homicide,17.5731072363878
Dallas,1992,Homicide,36.9782201150051
Denver,1992,Homicide,19.282605871655
Detroit,1992,Homicide,56.9853504551166
"El Paso, Texas",1992,Homicide,8.21424237615629
"Fairfax County, Va.",1992,Homicide,2.21747791453594
"Fort Worth, Texas",1992,Homicide,32.8846972243596
"Fresno, Calif.",1992,Homicide,22.0482557379905
Honolulu,1992,Homicide,3.54165500395866
Houston,1992,Homicide,27.4297606414199
Indianapolis,1992,Homicide,17.8163618989002
"Jacksonville, Fla.",1992,Homicide,18.5269144854865
"Kansas City, Mo.",1992,Homicide,34.0011152365798
Las Vegas,1992,Homicide,14.5934830516595
"Long Beach, Calif.",1992,Homicide,23.3495358157183
Los Angeles,1992,Homicide,30.2598223410979
"Los Angeles County, Calif.",1992,Homicide,24.7085367994642
"Louisville, Ky.",1992,Homicide,NA
"Memphis, Tenn.",1992,Homicide,27.9869288321023
"Mesa, Ariz.",1992,Homicide,2.98804780876494
Miami,1992,Homicide,34.2437351354099
"Miami-Dade County, Fla.",1992,Homicide,14.9865260030103
Milwaukee,1992,Homicide,22.7054650188098
Minneapolis,1992,Homicide,15.9005684453219
"Montgomery County, Md.",1992,Homicide,2.74675327223333
"Nashville, Tenn.",1992,Homicide,17.4835023728998
"Nassau County, N.Y.",1992,Homicide,1.76967833146862
National,1992,Homicide,9.3
New Orleans,1992,Homicide,55.2466495580268
New York City,1992,Homicide,27.0504916748892
"Newark, N.J.",1992,Homicide,31.3463811143458
"Oakland, Calif.",1992,Homicide,42.7365923654315
Oklahoma City,1992,Homicide,13.4285808631716
"Omaha, Neb.",1992,Homicide,3.21869888486714
"Orlando, Fla.",1992,Homicide,7.57160995724953
Philadelphia,1992,Homicide,26.5022405305936
Phoenix,1992,Homicide,13.6013601360136
Pittsburgh,1992,Homicide,11.769678099304
"Portland, Ore.",1992,Homicide,10.0407742746632
"Prince George's County, Md.",1992,Homicide,20.0046677558097
"Raleigh, N.C.",1992,Homicide,8.85062932632736
"Sacramento, Calif.",1992,Homicide,11.7462190226102
Salt Lake City,1992,Homicide,8.31828120543778
San Antonio,1992,Homicide,22.5117801370032
San Diego,1992,Homicide,12.6752285230841
San Francisco,1992,Homicide,15.5816136958389
San Jose,1992,Homicide,5.29986121758765
Seattle,1992,Homicide,11.0103864645649
"St. Louis, Mo.",1992,Homicide,57.3808973776185
"Suffolk County, N.Y.",1992,Homicide,4.08853599538746
"Tampa, Fla.",1992,Homicide,16.7854206631954
"Tucson, Ariz.",1992,Homicide,9.9094932945762
"Tulsa, Okla.",1992,Homicide,8.7987564424228
"Virginia Beach, Va.",1992,Homicide,5.67738623011681
"Washington, D.C.",1992,Homicide,75.2122241086587
"Wichita, Kan.",1992,Homicide,9.35619686728719
"Albuquerque, N.M.",1993,Homicide,12.2763856356467
"Arlington, Texas",1993,Homicide,2.48812807461541
Atlanta,1993,Homicide,50.3875872784994
"Aurora, Colo.",1993,Homicide,7.7044726491221
"Austin, Texas",1993,Homicide,7.3702536562434
Baltimore,1993,Homicide,48.1603562502046
"Baltimore County, Md.",1993,Homicide,5.05603775174855
Boston,1993,Homicide,17.6936826331089
"Buffalo, N.Y.",1993,Homicide,23.3950531775715
"Charlotte-Mecklenburg, N.C.",1993,Homicide,28.8510199545005
Chicago,1993,Homicide,30.9071795011538
Cincinnati,1993,Homicide,10.6385590480945
Cleveland,1993,Homicide,33.0215727759872
"Columbus, Ohio",1993,Homicide,16.2304288079291
Dallas,1993,Homicide,30.4042032612105
Denver,1993,Homicide,14.8474524580559
Detroit,1993,Homicide,56.7612556883797
"El Paso, Texas",1993,Homicide,8.47587531446399
"Fairfax County, Va.",1993,Homicide,2.03237453076059
"Fort Worth, Texas",1993,Homicide,28.7025787000969
"Fresno, Calif.",1993,Homicide,22.8961226600557
Honolulu,1993,Homicide,3.54101581463353
Houston,1993,Homicide,25.8651636261568
Indianapolis,1993,Homicide,18.0026103785049
"Jacksonville, Fla.",1993,Homicide,18.5926135264982
"Kansas City, Mo.",1993,Homicide,35.1378413882433
Las Vegas,1993,Homicide,12.6839698316656
"Long Beach, Calif.",1993,Homicide,28.4258187651012
Los Angeles,1993,Homicide,30.5220778727133
"Los Angeles County, Calif.",1993,Homicide,24.178128401699
"Louisville, Ky.",1993,Homicide,NA
"Memphis, Tenn.",1993,Homicide,31.9880577917577
"Mesa, Ariz.",1993,Homicide,1.96918229705115
Miami,1993,Homicide,34.092220799476
"Miami-Dade County, Fla.",1993,Homicide,16.584183763631
Milwaukee,1993,Homicide,25.1960315447896
Minneapolis,1993,Homicide,15.8192460220051
"Montgomery County, Md.",1993,Homicide,3.73847197048412
"Nashville, Tenn.",1993,Homicide,16.9376693766938
"Nassau County, N.Y.",1993,Homicide,1.75049597385926
National,1993,Homicide,9.5
New Orleans,1993,Homicide,80.3467726023608
New York City,1993,Homicide,26.4860750073123
"Newark, N.J.",1993,Homicide,35.5697834689431
"Oakland, Calif.",1993,Homicide,40.8447977254222
Oklahoma City,1993,Homicide,17.4883265420332
"Omaha, Neb.",1993,Homicide,9.37045203646277
"Orlando, Fla.",1993,Homicide,8.48665897209587
Philadelphia,1993,Homicide,28.1494343823219
Phoenix,1993,Homicide,15.2015309288616
Pittsburgh,1993,Homicide,21.7112244316409
"Portland, Ore.",1993,Homicide,12.7503632754364
"Prince George's County, Md.",1993,Homicide,21.0376130376257
"Raleigh, N.C.",1993,Homicide,12.0505050054227
"Sacramento, Calif.",1993,Homicide,21.9790449199963
Salt Lake City,1993,Homicide,11.1515436084047
San Antonio,1993,Homicide,22.3246902956601
San Diego,1993,Homicide,11.4595602458377
San Francisco,1993,Homicide,17.5182005956188
San Jose,1993,Homicide,5.06467966518762
Seattle,1993,Homicide,12.6111949766034
"St. Louis, Mo.",1993,Homicide,68.9828008050577
"Suffolk County, N.Y.",1993,Homicide,3.63306985319921
"Tampa, Fla.",1993,Homicide,14.8852279689972
"Tucson, Ariz.",1993,Homicide,10.3203047304524
"Tulsa, Okla.",1993,Homicide,14.2724990088542
"Virginia Beach, Va.",1993,Homicide,5.19619166389143
"Washington, D.C.",1993,Homicide,78.5467128027682
"Wichita, Kan.",1993,Homicide,15.3062688737456
"Albuquerque, N.M.",1994,Homicide,10.7935152560342
"Arlington, Texas",1994,Homicide,6.27728876923292
Atlanta,1994,Homicide,46.4489645042363
"Aurora, Colo.",1994,Homicide,5.93276985203672
"Austin, Texas",1994,Homicide,7.23113845480343
Baltimore,1994,Homicide,43.4264996347304
"Baltimore County, Md.",1994,Homicide,4.31827647834802
Boston,1994,Homicide,15.2678885767454
"Buffalo, N.Y.",1994,Homicide,27.7474611073087
"Charlotte-Mecklenburg, N.C.",1994,Homicide,16.5047493839175
Chicago,1994,Homicide,33.4701876257362
Cincinnati,1994,Homicide,10.3555496207961
Cleveland,1994,Homicide,26.0751042016475
"Columbus, Ohio",1994,Homicide,15.4354335813293
Dallas,1994,Homicide,27.7600813793843
Denver,1994,Homicide,15.8486357455218
Detroit,1994,Homicide,52.9207665587709
"El Paso, Texas",1994,Homicide,7.78508907734309
"Fairfax County, Va.",1994,Homicide,2.25032629731311
"Fort Worth, Texas",1994,Homicide,27.949048038485
"Fresno, Calif.",1994,Homicide,21.9518887770969
Honolulu,1994,Homicide,3.97417016488264
Houston,1994,Homicide,21.3308638829226
Indianapolis,1994,Homicide,28.3984833106321
"Jacksonville, Fla.",1994,Homicide,15.4569422085346
"Kansas City, Mo.",1994,Homicide,32.3396851207842
Las Vegas,1994,Homicide,13.9520607193682
"Long Beach, Calif.",1994,Homicide,17.9218294603513
Los Angeles,1994,Homicide,23.80026256337
"Los Angeles County, Calif.",1994,Homicide,21.9120289700088
"Louisville, Ky.",1994,Homicide,NA
"Memphis, Tenn.",1994,Homicide,25.3033618460314
"Mesa, Ariz.",1994,Homicide,5.38902414282816
Miami,1994,Homicide,30.527922522238
"Miami-Dade County, Fla.",1994,Homicide,14.3904319616824
Milwaukee,1994,Homicide,22.1078129647213
Minneapolis,1994,Homicide,16.7190710668385
"Montgomery County, Md.",1994,Homicide,4.35168807099907
"Nashville, Tenn.",1994,Homicide,14.0034260436869
"Nassau County, N.Y.",1994,Homicide,1.26619758915979
National,1994,Homicide,9
New Orleans,1994,Homicide,85.8316969979149
New York City,1994,Homicide,21.2779762450002
"Newark, N.J.",1994,Homicide,35.4210866156259
"Oakland, Calif.",1994,Homicide,36.8716996536694
Oklahoma City,1994,Homicide,14.0914993572108
"Omaha, Neb.",1994,Homicide,9.56591057322994
"Orlando, Fla.",1994,Homicide,9.42935747248846
Philadelphia,1994,Homicide,25.8878772965879
Phoenix,1994,Homicide,21.4662468822832
Pittsburgh,1994,Homicide,17.3632777527578
"Portland, Ore.",1994,Homicide,10.7974569829314
"Prince George's County, Md.",1994,Homicide,18.0419325890644
"Raleigh, N.C.",1994,Homicide,13.1527028804419
"Sacramento, Calif.",1994,Homicide,15.9195600039029
Salt Lake City,1994,Homicide,11.4398805676469
San Antonio,1994,Homicide,19.4019401940194
San Diego,1994,Homicide,9.66815967008475
San Francisco,1994,Homicide,12.271295417278
San Jose,1994,Homicide,4.04791256508859
Seattle,1994,Homicide,12.7714393597252
"St. Louis, Mo.",1994,Homicide,63.5185702174743
"Suffolk County, N.Y.",1994,Homicide,3.05979585372853
"Tampa, Fla.",1994,Homicide,21.040985804122
"Tucson, Ariz.",1994,Homicide,8.38238159319623
"Tulsa, Okla.",1994,Homicide,11.0051357300073
"Virginia Beach, Va.",1994,Homicide,7.71982192944083
"Washington, D.C.",1994,Homicide,70
"Wichita, Kan.",1994,Homicide,13.2647357001412
"Albuquerque, N.M.",1995,Homicide,12.6276464449601
"Arlington, Texas",1995,Homicide,3.07877560515045
Atlanta,1995,Homicide,45.5065947464615
"Aurora, Colo.",1995,Homicide,7.00506310394346
"Austin, Texas",1995,Homicide,8.78380571749371
Baltimore,1995,Homicide,45.2114477632268
"Baltimore County, Md.",1995,Homicide,5.30057022976577
Boston,1995,Homicide,17.4318840053385
"Buffalo, N.Y.",1995,Homicide,19.8466684806095
"Charlotte-Mecklenburg, N.C.",1995,Homicide,16.3559044815178
Chicago,1995,Homicide,29.9656958241857
Cincinnati,1995,Homicide,13.8985792872253
Cleveland,1995,Homicide,26.0567107139539
"Columbus, Ohio",1995,Homicide,12.0551908555898
Dallas,1995,Homicide,26.4852872310208
Denver,1995,Homicide,16.0128735595827
Detroit,1995,Homicide,47.6287404855324
"El Paso, Texas",1995,Homicide,6.26890201028439
"Fairfax County, Va.",1995,Homicide,1.75122352150035
"Fort Worth, Texas",1995,Homicide,23.4618885516846
"Fresno, Calif.",1995,Homicide,18.2756534833138
Honolulu,1995,Homicide,4.31687694401465
Houston,1995,Homicide,18.2202400343648
Indianapolis,1995,Homicide,21.9267166346234
"Jacksonville, Fla.",1995,Homicide,12.6629247233298
"Kansas City, Mo.",1995,Homicide,24.0153159360699
Las Vegas,1995,Homicide,14.8720999405116
"Long Beach, Calif.",1995,Homicide,18.3471931087943
Los Angeles,1995,Homicide,24.4936041112327
"Los Angeles County, Calif.",1995,Homicide,23.3889206579808
"Louisville, Ky.",1995,Homicide,NA
"Memphis, Tenn.",1995,Homicide,29.0109664658873
"Mesa, Ariz.",1995,Homicide,5.23634392306887
Miami,1995,Homicide,29.0452049007182
"Miami-Dade County, Fla.",1995,Homicide,14.5691890789359
Milwaukee,1995,Homicide,22.1698499679501
Minneapolis,1995,Homicide,26.8374572627471
"Montgomery County, Md.",1995,Homicide,2.51706887329705
"Nashville, Tenn.",1995,Homicide,20.0503741781734
"Nassau County, N.Y.",1995,Homicide,1.65787828637799
National,1995,Homicide,8.2
New Orleans,1995,Homicide,74.5106008263903
New York City,1995,Homicide,16.0802322985606
"Newark, N.J.",1995,Homicide,39.1957945218113
"Oakland, Calif.",1995,Homicide,37.4215976852844
Oklahoma City,1995,Homicide,48.6882067296968
"Omaha, Neb.",1995,Homicide,7.75663695204387
"Orlando, Fla.",1995,Homicide,10.5761791048099
Philadelphia,1995,Homicide,28.23809947132
Phoenix,1995,Homicide,19.7106767393751
Pittsburgh,1995,Homicide,16.3481594227409
"Portland, Ore.",1995,Homicide,9.3758926176838
"Prince George's County, Md.",1995,Homicide,19.8271757202963
"Raleigh, N.C.",1995,Homicide,7.47225923758048
"Sacramento, Calif.",1995,Homicide,15.1658263379851
Salt Lake City,1995,Homicide,15.361420077945
San Antonio,1995,Homicide,14.2014201420142
San Diego,1995,Homicide,7.85993084988309
San Francisco,1995,Homicide,13.4078938636539
San Jose,1995,Homicide,4.61812370495051
Seattle,1995,Homicide,7.74277372593603
"St. Louis, Mo.",1995,Homicide,54.9236050346638
"Suffolk County, N.Y.",1995,Homicide,2.47366372685475
"Tampa, Fla.",1995,Homicide,16.2134937664291
"Tucson, Ariz.",1995,Homicide,14.4450543467391
"Tulsa, Okla.",1995,Homicide,7.95435262175462
"Virginia Beach, Va.",1995,Homicide,3.6700698918935
"Washington, D.C.",1995,Homicide,65.1624548736462
"Wichita, Kan.",1995,Homicide,13.1547284831956
"Albuquerque, N.M.",1996,Homicide,16.4035844175322
"Arlington, Texas",1996,Homicide,5.69262503683463
Atlanta,1996,Homicide,47.4434974571738
"Aurora, Colo.",1996,Homicide,4.19578285679412
"Austin, Texas",1996,Homicide,7.44208199685944
Baltimore,1996,Homicide,46.0606940369546
"Baltimore County, Md.",1996,Homicide,4.714247287228
Boston,1996,Homicide,10.6783658118544
"Buffalo, N.Y.",1996,Homicide,17.8777798351413
"Charlotte-Mecklenburg, N.C.",1996,Homicide,12.814265345534
Chicago,1996,Homicide,28.6480099981192
Cincinnati,1996,Homicide,8.87761924445912
Cleveland,1996,Homicide,20.7640777423198
"Columbus, Ohio",1996,Homicide,13.8997996242369
Dallas,1996,Homicide,20.4604062852105
Denver,1996,Homicide,12.3977188197372
Detroit,1996,Homicide,42.701828496287
"El Paso, Texas",1996,Homicide,4.9755286913862
"Fairfax County, Va.",1996,Homicide,1.620524170118
"Fort Worth, Texas",1996,Homicide,14.4602704070566
"Fresno, Calif.",1996,Homicide,17.599840836222
Honolulu,1996,Homicide,3.07501674175782
Houston,1996,Homicide,14.7279310981112
Indianapolis,1996,Homicide,30.2763915852878
"Jacksonville, Fla.",1996,Homicide,12.3122918679485
"Kansas City, Mo.",1996,Homicide,23.1897501304423
Las Vegas,1996,Homicide,19.3671862124881
"Long Beach, Calif.",1996,Homicide,21.5897805341993
Los Angeles,1996,Homicide,20.325092856516
"Los Angeles County, Calif.",1996,Homicide,16.8466191898308
"Louisville, Ky.",1996,Homicide,NA
